country_name,country_code,indicator_name,indicator_code,value,year
Chad,TCD,Wittgenstein Projection: Mean years of schooling. Age 40-64. Total,PRJ.MYS.4064.MF,4.5,2050
Chad,TCD,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Lower Secondary. Male,PRJ.ATT.80UP.2.MA,0.06,2050
World,WLD,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. No Education. Total,PRJ.ATT.1519.NED.MF,0.03,2050
World,WLD,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Primary. Male,PRJ.ATT.60UP.1.MA,0.14,2050
World,WLD,Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. Incomplete Primary. Total,PRJ.POP.2024.S1.MF,14580.34,2050
World,WLD,Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. No Education. Female,PRJ.POP.2024.NED.FE,8654.38,2050
Armenia,ARM,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Incomplete Primary. Male,PRJ.POP.1519.S1.MA,0.03,2050
Puerto Rico,PRI,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Total,PRJ.ATT.15UP.2.MF,0.06,2050
Puerto Rico,PRI,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. No Education. Total,PRJ.ATT.80UP.NED.MF,0.01,2050
China,CHN,Wittgenstein Projection: Mean years of schooling. Age 0-19. Female,PRJ.MYS.0T19.FE,2.9,2050
China,CHN,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Total,PRJ.ATT.15UP.4.MF,0.21,2050
China,CHN,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Post Secondary. Female,PRJ.ATT.1519.4.FE,0.1,2050
China,CHN,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Post Secondary. Male,PRJ.ATT.1519.4.MA,0.09,2050
Comoros,COM,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Total,PRJ.ATT.15UP.3.MF,0.14,2050
Comoros,COM,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Lower Secondary. Male,PRJ.ATT.2024.2.MA,0.48,2050
Comoros,COM,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Post Secondary. Male,PRJ.ATT.2064.4.MA,0.17,2050
Comoros,COM,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Primary. Male,PRJ.ATT.4064.1.MA,0.41,2050
Comoros,COM,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. No Education. Total,PRJ.POP.1519.NED.MF,0.27,2050
"Congo, Dem. Rep.",COD,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Incomplete Primary. Total,PRJ.ATT.15UP.S1.MF,0.07,2050
"Congo, Dem. Rep.",COD,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Primary. Female,PRJ.ATT.2039.1.FE,0.12,2050
"Congo, Dem. Rep.",COD,Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Incomplete Primary. Male,PRJ.ATT.2529.S1.MA,0.07,2050
"Congo, Dem. Rep.",COD,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Lower Secondary. Total,PRJ.ATT.ALL.2.MF,0.25,2050
India,IND,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Total,PRJ.ATT.15UP.NED.MF,0.13,2050
India,IND,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Upper Secondary. Male,PRJ.ATT.1519.3.MA,0.61,2050
India,IND,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Lower Secondary. Male,PRJ.ATT.25UP.2.MA,0.14,2050
India,IND,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Lower Secondary. Total,PRJ.ATT.60UP.2.MF,0.14,2050
India,IND,Wittgenstein Projection: Population in thousands by highest level of educational attainment. Primary. Male,PRJ.POP.ALL.1.MA,88266.25,2050
Iraq,IRQ,Wittgenstein Projection: Mean years of schooling. Age 20-39. Total,PRJ.MYS.2039.MF,12.5,2050
St. Lucia,LCA,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Lower Secondary. Female,PRJ.ATT.25UP.2.FE,0.13,2050
St. Lucia,LCA,Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Post Secondary. Male,PRJ.ATT.2529.4.MA,0.35,2050
St. Lucia,LCA,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Post Secondary. Total,PRJ.ATT.4064.4.MF,0.27,2050
St. Lucia,LCA,Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. Post Secondary. Total,PRJ.POP.2024.4.MF,4.49,2050
St. Vincent and the Grenadines,VCT,Wittgenstein Projection: Mean years of schooling. Age 15-19. Male,PRJ.MYS.1519.MA,11.1,2050
St. Vincent and the Grenadines,VCT,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Primary. Male,PRJ.ATT.60UP.1.MA,0.48,2050
Sudan,SDN,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. No Education. Total,PRJ.ATT.2024.NED.MF,0.09,2050
Sudan,SDN,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Primary. Total,PRJ.ATT.2064.1.MF,0.16,2050
Sudan,SDN,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. No Education. Total,PRJ.ATT.60UP.NED.MF,0.51,2050
Sudan,SDN,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Lower Secondary. Female,PRJ.POP.1519.2.FE,128.36,2050
Suriname,SUR,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Lower Secondary. Total,PRJ.ATT.25UP.2.MF,0.36,2050
Suriname,SUR,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. No Education. Total,PRJ.ATT.4064.NED.MF,0.0,2050
Suriname,SUR,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Upper Secondary. Total,PRJ.ATT.80UP.3.MF,0.18,2050
Suriname,SUR,Wittgenstein Projection: Population in thousands by highest level of educational attainment. No Education. Total,PRJ.POP.ALL.NED.MF,0.34,2050
Turkmenistan,TKM,Wittgenstein Projection: Mean years of schooling. Age 20-24. Female,PRJ.MYS.2024.FE,10.3,2050
Turkmenistan,TKM,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Lower Secondary. Total,PRJ.ATT.2039.2.MF,0.02,2050
Turkmenistan,TKM,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Post Secondary. Male,PRJ.ATT.2039.4.MA,0.17,2050
Turkmenistan,TKM,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Post Secondary. Total,PRJ.ATT.25UP.4.MF,0.18,2050
Turkmenistan,TKM,Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. No Education. Female,PRJ.ATT.2529.NED.FE,0.0,2050
Lebanon,LBN,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Lower Secondary. Female,PRJ.ATT.2039.2.FE,0.06,2050
Lebanon,LBN,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Upper Secondary. Total,PRJ.ATT.60UP.3.MF,0.24,2050
Lebanon,LBN,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Post Secondary. Male,PRJ.ATT.80UP.4.MA,0.23,2050
Lebanon,LBN,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Primary. Female,PRJ.POP.1519.1.FE,4.6,2050
Lebanon,LBN,Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. No Education. Male,PRJ.POP.2024.NED.MA,2.93,2050
Lebanon,LBN,Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. Post Secondary. Male,PRJ.POP.2024.4.MA,91.18,2050
Liberia,LBR,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Post Secondary. Female,PRJ.ATT.1519.4.FE,0.0,2050
Aruba,ABW,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Lower Secondary. Total,PRJ.ATT.1519.2.MF,0.68,2050
Aruba,ABW,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. No Education. Female,PRJ.ATT.4064.NED.FE,0.01,2050
Aruba,ABW,Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. Primary. Female,PRJ.POP.2024.1.FE,0.23,2050
Aruba,ABW,Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. Upper Secondary. Female,PRJ.POP.2024.3.FE,2.2,2050
Aruba,ABW,Wittgenstein Projection: Population age 25-29 in thousands by highest level of educational attainment. Incomplete Primary. Female,PRJ.POP.2529.S1.FE,0.01,2050
Aruba,ABW,Wittgenstein Projection: Population in thousands by highest level of educational attainment. Lower Secondary. Male,PRJ.POP.ALL.2.MA,17.6,2050
French Polynesia,PYF,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Incomplete Primary. Female,PRJ.ATT.1519.S1.FE,0.0,2050
Gabon,GAB,Wittgenstein Projection: Mean years of schooling. Age 15-19. Total,PRJ.MYS.1519.MF,7.3,2050
Gabon,GAB,Wittgenstein Projection: Population age 25-29 in thousands by highest level of educational attainment. Lower Secondary. Male,PRJ.POP.2529.2.MA,19.42,2050
Georgia,GEO,Wittgenstein Projection: Mean years of schooling. Age 20-24. Total,PRJ.MYS.2024.MF,14.5,2050
Georgia,GEO,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. No Education. Total,PRJ.ATT.2064.NED.MF,0.0,2050
Georgia,GEO,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Incomplete Primary. Total,PRJ.ATT.4064.S1.MF,0.0,2050
Georgia,GEO,Wittgenstein Projection: Population age 25-29 in thousands by highest level of educational attainment. Lower Secondary. Female,PRJ.POP.2529.2.FE,1.2,2050
Georgia,GEO,Wittgenstein Projection: Population in thousands by highest level of educational attainment. Incomplete Primary. Total,PRJ.POP.ALL.S1.MF,1.75,2050
Montenegro,MNE,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Post Secondary. Female,PRJ.ATT.2024.4.FE,0.14,2050
Montenegro,MNE,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Primary. Total,PRJ.ATT.ALL.1.MF,0.01,2050
Equatorial Guinea,GNQ,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Incomplete Primary. Female,PRJ.ATT.1519.S1.FE,0.01,2050
Equatorial Guinea,GNQ,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Incomplete Primary. Total,PRJ.ATT.4064.S1.MF,0.03,2050
Ethiopia,ETH,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Lower Secondary. Female,PRJ.ATT.1519.2.FE,0.14,2050
Ethiopia,ETH,Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. Primary. Male,PRJ.POP.2024.1.MA,2380.18,2050
Vanuatu,VUT,Wittgenstein Projection: Population age 25-29 in thousands by highest level of educational attainment. Incomplete Primary. Total,PRJ.POP.2529.S1.MF,2.12,2050
Vietnam,VNM,Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Primary. Male,PRJ.ATT.2529.1.MA,0.17,2050
Vietnam,VNM,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Primary. Male,PRJ.ATT.80UP.1.MA,0.27,2050
Vietnam,VNM,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Upper Secondary. Male,PRJ.ATT.ALL.3.MA,0.22,2050
Vietnam,VNM,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Lower Secondary. Female,PRJ.POP.1519.2.FE,1039.28,2050
West Bank and Gaza,PSE,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Male,PRJ.ATT.15UP.2.MA,0.2,2050
West Bank and Gaza,PSE,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. No Education. Male,PRJ.POP.1519.NED.MA,1.28,2050
West Bank and Gaza,PSE,Wittgenstein Projection: Population in thousands by highest level of educational attainment. Incomplete Primary. Total,PRJ.POP.ALL.S1.MF,66.79,2050
Zimbabwe,ZWE,Wittgenstein Projection: Mean years of schooling. Age 65+. Female,PRJ.MYS.65UP.FE,10.7,2050
Zimbabwe,ZWE,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Incomplete Primary. Total,PRJ.ATT.2064.S1.MF,0.0,2050
Zimbabwe,ZWE,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Incomplete Primary. Male,PRJ.ATT.4064.S1.MA,0.0,2050
Tajikistan,TJK,Wittgenstein Projection: Mean years of schooling. Age 60+. Male,PRJ.MYS.60UP.MA,11.5,2050
Tajikistan,TJK,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Post Secondary. Total,PRJ.ATT.2064.4.MF,0.19,2050
Tajikistan,TJK,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Upper Secondary. Female,PRJ.POP.1519.3.FE,162.04,2050
Tajikistan,TJK,Wittgenstein Projection: Population age 25-29 in thousands by highest level of educational attainment. Lower Secondary. Female,PRJ.POP.2529.2.FE,30.51,2050
Thailand,THA,Wittgenstein Projection: Mean years of schooling. Age 20-64. Male,PRJ.MYS.2064.MA,12.1,2050
Thailand,THA,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Incomplete Primary. Male,PRJ.ATT.1519.S1.MA,0.0,2050
Thailand,THA,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Upper Secondary. Female,PRJ.ATT.25UP.3.FE,0.26,2050
Thailand,THA,Wittgenstein Projection: Population in thousands by highest level of educational attainment. Post Secondary. Female,PRJ.POP.ALL.4.FE,10147.82,2050
Timor-Leste,TLS,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Lower Secondary. Female,PRJ.ATT.2039.2.FE,0.15,2050
Timor-Leste,TLS,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Upper Secondary. Total,PRJ.ATT.2064.3.MF,0.58,2050
Timor-Leste,TLS,Wittgenstein Projection: Population age 25-29 in thousands by highest level of educational attainment. No Education. Total,PRJ.POP.2529.NED.MF,0.47,2050
Timor-Leste,TLS,Wittgenstein Projection: Population age 25-29 in thousands by highest level of educational attainment. Post Secondary. Male,PRJ.POP.2529.4.MA,16.86,2050
Tonga,TON,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Lower Secondary. Total,PRJ.ATT.2064.2.MF,0.35,2050
Tonga,TON,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Primary. Female,PRJ.ATT.4064.1.FE,0.05,2050
Trinidad and Tobago,TTO,Wittgenstein Projection: Mean years of schooling. Age 25-29. Total,PRJ.MYS.2529.MF,12.0,2050
Trinidad and Tobago,TTO,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Incomplete Primary. Total,PRJ.ATT.80UP.S1.MF,0.05,2050
Trinidad and Tobago,TTO,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. No Education. Male,PRJ.ATT.ALL.NED.MA,0.0,2050
Trinidad and Tobago,TTO,Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. Incomplete Primary. Total,PRJ.POP.2024.S1.MF,0.04,2050
Trinidad and Tobago,TTO,Wittgenstein Projection: Population in thousands by highest level of educational attainment. Lower Secondary. Female,PRJ.POP.ALL.2.FE,218.18,2050
Jamaica,JAM,Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Incomplete Primary. Female,PRJ.ATT.2529.S1.FE,0.0,2050
Jamaica,JAM,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Lower Secondary. Total,PRJ.POP.1519.2.MF,119.08,2050
Kenya,KEN,Wittgenstein Projection: Population in thousands by highest level of educational attainment. Primary. Female,PRJ.POP.ALL.1.FE,2800.01,2050
"Macedonia, FYR",MKD,Wittgenstein Projection: Mean years of schooling. Age 15+. Total,PRJ.MYS.15UP.MF,12.2,2050
"Macedonia, FYR",MKD,Wittgenstein Projection: Population age 25-29 in thousands by highest level of educational attainment. Upper Secondary. Total,PRJ.POP.2529.3.MF,77.79,2050
Madagascar,MDG,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Primary. Female,PRJ.ATT.2039.1.FE,0.41,2050
Madagascar,MDG,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Upper Secondary. Total,PRJ.ATT.2064.3.MF,0.08,2050
Madagascar,MDG,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Primary. Total,PRJ.ATT.60UP.1.MF,0.24,2050
Madagascar,MDG,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. No Education. Female,PRJ.ATT.80UP.NED.FE,0.22,2050
Madagascar,MDG,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Primary. Total,PRJ.ATT.ALL.1.MF,0.27,2050
Madagascar,MDG,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Lower Secondary. Male,PRJ.POP.1519.2.MA,489.23,2050
Maldives,MDV,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Male,PRJ.ATT.15UP.4.MA,0.14,2050
Maldives,MDV,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Upper Secondary. Female,PRJ.ATT.80UP.3.FE,0.0,2050
Maldives,MDV,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Upper Secondary. Male,PRJ.ATT.ALL.3.MA,0.1,2050
Maldives,MDV,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Post Secondary. Total,PRJ.POP.1519.4.MF,0.16,2050
Maldives,MDV,Wittgenstein Projection: Population age 25-29 in thousands by highest level of educational attainment. No Education. Male,PRJ.POP.2529.NED.MA,0.0,2050
Guinea,GIN,Wittgenstein Projection: Mean years of schooling. Age 25-29. Male,PRJ.MYS.2529.MA,7.9,2050
Guinea-Bissau,GNB,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Incomplete Primary. Female,PRJ.ATT.1519.S1.FE,0.06,2050
Haiti,HTI,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Lower Secondary. Male,PRJ.ATT.1519.2.MA,0.38,2050
Haiti,HTI,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Lower Secondary. Female,PRJ.ATT.25UP.2.FE,0.19,2050
Haiti,HTI,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Upper Secondary. Female,PRJ.ATT.4064.3.FE,0.35,2050
Honduras,HND,Wittgenstein Projection: Mean years of schooling. Age 25-29. Total,PRJ.MYS.2529.MF,9.7,2050
Honduras,HND,Wittgenstein Projection: Mean years of schooling. Age 40-64. Male,PRJ.MYS.4064.MA,8.4,2050
Honduras,HND,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Lower Secondary. Total,PRJ.ATT.60UP.2.MF,0.09,2050
Honduras,HND,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Lower Secondary. Female,PRJ.ATT.80UP.2.FE,0.07,2050
Myanmar,MMR,Wittgenstein Projection: Mean years of schooling. Age 15-19. Female,PRJ.MYS.1519.FE,10.0,2050
Myanmar,MMR,Wittgenstein Projection: Mean years of schooling. Age 20-64. Male,PRJ.MYS.2064.MA,9.9,2050
Myanmar,MMR,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Total,PRJ.ATT.15UP.NED.MF,0.01,2050
Myanmar,MMR,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Upper Secondary. Female,PRJ.POP.1519.3.FE,693.37,2050
Namibia,NAM,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Upper Secondary. Total,PRJ.ATT.25UP.3.MF,0.44,2050
Namibia,NAM,Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Post Secondary. Female,PRJ.ATT.2529.4.FE,0.15,2050
Namibia,NAM,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. No Education. Male,PRJ.POP.1519.NED.MA,0.14,2050
Namibia,NAM,Wittgenstein Projection: Population in thousands by highest level of educational attainment. Post Secondary. Total,PRJ.POP.ALL.4.MF,327.15,2050
New Caledonia,NCL,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Total,PRJ.ATT.15UP.1.MF,0.02,2050
New Caledonia,NCL,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Primary. Female,PRJ.ATT.1519.1.FE,0.0,2050
New Caledonia,NCL,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Upper Secondary. Total,PRJ.ATT.25UP.3.MF,0.42,2050
Azerbaijan,AZE,Wittgenstein Projection: Mean years of schooling. Age 65+. Male,PRJ.MYS.65UP.MA,11.1,2050
Azerbaijan,AZE,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Lower Secondary. Female,PRJ.ATT.1519.2.FE,0.42,2050
Azerbaijan,AZE,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Lower Secondary. Male,PRJ.ATT.2024.2.MA,0.18,2050
"Bahamas, The",BHS,Wittgenstein Projection: Mean years of schooling. Age 25+. Female,PRJ.MYS.25UP.FE,11.0,2050
"Bahamas, The",BHS,Wittgenstein Projection: Mean years of schooling. Age 65+. Male,PRJ.MYS.65UP.MA,9.9,2050
"Bahamas, The",BHS,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. No Education. Total,PRJ.ATT.2064.NED.MF,0.0,2050
"Bahamas, The",BHS,Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. Primary. Total,PRJ.POP.2024.1.MF,1.9,2050
Belarus,BLR,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Primary. Female,PRJ.ATT.4064.1.FE,0.0,2050
Belarus,BLR,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Lower Secondary. Female,PRJ.ATT.80UP.2.FE,0.02,2050
Belarus,BLR,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Lower Secondary. Total,PRJ.ATT.ALL.2.MF,0.02,2050
Bhutan,BTN,Wittgenstein Projection: Population in thousands by highest level of educational attainment. Lower Secondary. Female,PRJ.POP.ALL.2.FE,181.11,2050
Bosnia and Herzegovina,BIH,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Incomplete Primary. Total,PRJ.ATT.15UP.S1.MF,0.0,2050
Bosnia and Herzegovina,BIH,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. No Education. Male,PRJ.ATT.1519.NED.MA,0.0,2050
Bosnia and Herzegovina,BIH,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Lower Secondary. Female,PRJ.ATT.60UP.2.FE,0.18,2050
Bosnia and Herzegovina,BIH,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Upper Secondary. Total,PRJ.POP.1519.3.MF,49.92,2050
Bosnia and Herzegovina,BIH,Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. Incomplete Primary. Female,PRJ.POP.2024.S1.FE,0.04,2050
Bosnia and Herzegovina,BIH,Wittgenstein Projection: Population in thousands by highest level of educational attainment. Primary. Female,PRJ.POP.ALL.1.FE,54.97,2050
Brazil,BRA,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Primary. Total,PRJ.ATT.2039.1.MF,0.07,2050
Brazil,BRA,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Upper Secondary. Female,PRJ.ATT.4064.3.FE,0.48,2050
Brazil,BRA,Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. Upper Secondary. Female,PRJ.POP.2024.3.FE,4450.21,2050
Russian Federation,RUS,Wittgenstein Projection: Mean years of schooling. Age 20-64. Female,PRJ.MYS.2064.FE,12.3,2050
Russian Federation,RUS,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Upper Secondary. Female,PRJ.ATT.2039.3.FE,0.64,2050
Russian Federation,RUS,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Primary. Female,PRJ.ATT.80UP.1.FE,0.0,2050
Samoa,WSM,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Incomplete Primary. Female,PRJ.ATT.1519.S1.FE,0.0,2050
Samoa,WSM,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Post Secondary. Total,PRJ.ATT.80UP.4.MF,0.16,2050
Samoa,WSM,Wittgenstein Projection: Population age 25-29 in thousands by highest level of educational attainment. Incomplete Primary. Female,PRJ.POP.2529.S1.FE,0.01,2050
Sao Tome and Principe,STP,Wittgenstein Projection: Mean years of schooling. Age 25+. Female,PRJ.MYS.25UP.FE,7.0,2050
Sao Tome and Principe,STP,Wittgenstein Projection: Mean years of schooling. Age 25-29. Total,PRJ.MYS.2529.MF,8.1,2050
Sao Tome and Principe,STP,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Post Secondary. Female,PRJ.ATT.2024.4.FE,0.0,2050
Sao Tome and Principe,STP,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Post Secondary. Female,PRJ.ATT.ALL.4.FE,0.02,2050
Serbia,SRB,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. No Education. Male,PRJ.ATT.25UP.NED.MA,0.0,2050
Sierra Leone,SLE,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Male,PRJ.ATT.15UP.4.MA,0.07,2050
Sierra Leone,SLE,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. No Education. Male,PRJ.ATT.2024.NED.MA,0.13,2050
Singapore,SGP,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. No Education. Total,PRJ.ATT.25UP.NED.MF,0.0,2050
Singapore,SGP,Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. Primary. Female,PRJ.POP.2024.1.FE,0.0,2050
Somalia,SOM,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Male,PRJ.ATT.15UP.2.MA,0.08,2050
Somalia,SOM,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Lower Secondary. Female,PRJ.ATT.1519.2.FE,0.08,2050
Somalia,SOM,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Primary. Female,PRJ.ATT.25UP.1.FE,0.33,2050
Somalia,SOM,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. No Education. Female,PRJ.ATT.80UP.NED.FE,0.72,2050
South Africa,ZAF,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Lower Secondary. Male,PRJ.ATT.80UP.2.MA,0.28,2050
Nigeria,NGA,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Total,PRJ.ATT.15UP.1.MF,0.1,2050
Nigeria,NGA,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Post Secondary. Male,PRJ.ATT.1519.4.MA,0.01,2050
